MSE,RMSE,MAE,R2,Accuracy,Precision,Recall,F1-score
100405.99277693934,316.86904673214667,213.44668119196564,0.8768471145214387,0.0023940627244433805,0.003427499800494773,0.0023940627244433805,0.0025895778469395897
