Actual_Rainfall,Predicted_Rainfall
1446.1,1553.5966
1477.0000000000002,1541.2533
1440.2,1527.8165
1851.0,1507.5626
1488.9,1573.418
1219.2999999999995,1575.7322
1875.9000000000005,1503.4138
1567.4,1559.8323
1441.6,1575.8804
1563.6,1553.8309
1687.6999999999998,1549.844
1435.3,1577.8093
1448.0000000000002,1557.6569
1586.4999999999998,1532.6104
1608.2,1533.531
1538.6,1550.7378
1614.8999999999999,1556.6868
1410.9,1565.4044
1333.9,1538.7603
1348.9,1493.6843
1392.7999999999995,1453.6699
1396.2999999999995,1430.4307
1516.9,1420.1038
1437.8000000000006,1437.6143
1208.0,1441.9585
1597.1,1397.5734
1885.4,1425.6322
1277.5,1522.8883
1624.0,1501.6066
1495.8,1522.6572
1593.0,1524.1086
1945.2000000000005,1539.3474
1346.6,1624.9191
1562.1000000000006,1591.3354
1354.4999999999998,1579.0667
1174.6,1535.3596
1286.9000000000003,1452.5121
1427.5,1395.7887
1464.1,1391.9368
1283.1,1403.8214
1412.3000000000006,1385.0544
1596.8,1385.3014
1324.9999999999998,1422.868
1573.5,1417.686
987.0,1446.2339
1391.9999999999998,1366.7966
1179.0,1354.3156
1477.9,1318.5682
1438.8999999999994,1340.7107
996.0,1366.5885
1462.9,1304.757
1295.6,1319.5117
1258.6,1317.8762
1432.1,1308.9552
1377.4,1329.4994
1607.2999999999995,1350.7904
1559.9,1406.2129
1097.7,1454.4382
1306.9,1397.0541
1299.6999999999996,1365.6111
1905.1,1350.1777
1472.6,1453.8646
1329.4,1487.1162
1448.1,1467.6971
1744.6999999999996,1459.247
1614.0000000000005,1514.7057
1061.6,1547.3362
1504.6,1461.3654
1357.1999999999996,1452.9878
1484.4,1433.1252
1097.1999999999996,1440.3928
1672.4999999999998,1371.2495
1102.8,1414.6063
1648.2,1367.749
1290.4,1410.9175
1503.4,1396.384
1716.9,1414.016
1633.8000000000009,1483.8711
1539.0,1530.1333
1330.2999999999995,1545.9626
1292.2,1507.9602
1346.3,1461.072
1405.9,1423.6674
1632.2999999999997,1416.2886
1537.0,1454.3837
1210.0,1484.2944
1253.5,1438.5623
1344.4,1389.0968
1274.5,1367.3359
1197.6,1344.3671
1174.3,1312.6598
1480.8,1279.7654
1354.7,1311.434
1314.3,1329.457
1455.6,1330.2094
1214.1999999999996,1355.4702
1447.9,1338.5435
1297.4,1357.3531
1475.4,1351.8602
1142.8,1376.93
1585.7999999999993,1341.0913
1215.4,1382.2356
1102.2,1360.0671
1364.3,1306.5654
1724.2999999999997,1305.3542
1162.7,1387.0978
1633.4,1368.5902
1415.0,1415.6161
1233.6999999999996,1430.1685
1443.2,1395.8276
1431.8,1400.4131
1431.9,1405.8794
1327.6,1416.6005
1478.4,1406.0494
1283.1,1418.0541
1384.0,1392.5844
1611.5,1389.6028
1433.9999999999998,1430.0155
1350.5000000000002,1443.4796
1193.7,1432.2314
1535.6999999999994,1383.126
1197.4,1401.0609
1151.6,1367.2795
1664.3999999999999,1319.0426
1450.4,1373.5907
1229.7,1405.9744
1519.8,1381.4457
1231.9,1400.9073
1513.5999999999997,1374.776
1589.0,1396.9845
1556.1,1443.6991
1386.5,1476.955
1308.7,1472.0092
1553.1999999999994,1442.1769
1234.6,1453.5437
1402.7000000000005,1415.6267
1436.7,1406.839
1392.9,1409.774
1071.6,1411.1364
1387.3000000000006,1345.2372
1509.4,1335.67
1059.4999999999998,1367.3209
1080.8,1318.2968
1555.7,1261.7058
1377.4,1302.4557
1180.5,1331.7457
1599.9,1310.9714
1248.8,1362.4775
1560.6,1355.3285
1047.7,1398.3654
1314.9,1341.5531
1150.4,1321.2927
1012.4,1288.1583
879.6999999999997,1229.5841
1225.2999999999995,1144.793
1293.2,1138.7164
1158.1,1170.4725
1291.4,1175.0249
1898.7,1202.2761
996.2,1343.948
1441.1999999999994,1319.405
1126.9999999999998,1337.0262
1361.5,1304.115
1191.7,1310.6606
1521.5,1294.6588
1556.3,1335.5212
882.8000000000003,1391.2518
1340.4,1311.1101
1167.1999999999996,1296.7231
1085.3,1262.9517
1261.8000000000004,1227.4078
1529.7999999999995,1223.4025
1240.3000000000004,1286.1823
1335.5,1294.7902
1332.7000000000005,1308.3915
1153.6,1315.5962
1148.9,1286.0356
1404.4999999999998,1259.0242
1251.0000000000002,1279.4364
933.2,1283.0142
1203.9999999999998,1220.4586
1579.4,1201.4618
1366.6,1268.5763
1191.6,1309.3203
1461.3,1298.7261
1353.7,1328.9508
1586.9,1345.2432
1191.5000000000002,1399.6473
1254.5,1373.4945
1034.9,1346.4384
1244.9000000000003,1284.7139
1136.7999999999995,1261.8439
960.4999999999999,1230.1105
1459.3000000000006,1172.2233
1437.3,1214.9669
1325.4,1269.5013
996.3,1297.1058
697.1,1245.3085
1374.6,1130.3579
1064.9,1146.4077
1253.5,1139.8962
1156.6,1161.2439
1081.8000000000004,1169.597
1264.1,1159.7638
1165.7,1175.4164
952.4,1178.5951
1206.1999999999996,1137.951
1016.4,1144.5837
1269.6999999999996,1128.8411
1498.6,1149.65
1265.1,1227.4469
1126.4,1257.1311
737.5,1242.9454
1390.6,1145.602
1398.4,1166.3094
1449.0,1219.962
1129.4,1284.2039
1529.9,1272.9485
1059.9,1324.2373
1349.4999999999998,1287.5654
1504.6,1289.1273
1334.0000000000002,1334.3059
1411.6,1349.9352
1252.6,1373.5889
1123.8,1354.9471
1272.4,1306.4998
1449.2,1287.5359
982.7,1318.2513
1456.2,1260.523
1191.5,1288.3655
1121.6999999999996,1277.4879
1100.3,1244.4464
1249.6,1209.9967
1359.2000000000005,1208.8641
1114.3000000000004,1240.4475
1146.4,1228.3499
926.9999999999999,1210.6029
1392.5999999999997,1151.2623
1226.3,1186.9625
1240.2999999999995,1203.1084
1572.5000000000002,1218.3613
1306.3999999999996,1294.3998
1506.7,1320.2848
1243.2000000000005,1364.9816
1088.2,1353.9028
1222.9999999999998,1303.6135
1252.6,1277.1511
1169.8,1270.613
1228.9,1248.881
1242.8000000000004,1242.3763
1393.8,1243.0275
1092.1999999999996,1271.068
1299.3000000000004,1247.0569
1444.4,1250.1353
1124.6,1291.813
850.2000000000002,1274.6008
1206.9000000000003,1190.2227
1378.8000000000006,1171.9124
1050.6,1209.807
1244.3,1191.7766
1493.2999999999995,1199.0538
966.8,1258.4072
1167.5,1222.7104
1179.7,1203.0748
1247.8000000000004,1193.1244
1257.9999999999998,1205.154
1178.0,1224.6469
1326.2,1221.8859
1122.3,1241.7406
1002.8,1228.9155
767.0000000000001,1183.2291
999.7999999999998,1090.4082
1140.0000000000002,1052.9672
1288.4999999999995,1060.7119
1074.6,1109.1666
1432.5,1117.8473
717.9000000000003,1182.5208
1189.1,1114.0116
1235.2,1109.4541
1069.1,1135.7366
1161.7,1134.3254
1147.6999999999996,1145.2793
1290.8,1151.3324
1001.7999999999998,1181.8845
1252.0,1156.7578
1364.6,1172.0045
933.5999999999999,1212.4738
1104.3,1178.6112
1426.2,1155.2333
1455.0,1202.7535
1322.1,1268.6713
1660.5000000000002,1299.1646
1337.5,1380.6158
1269.9,1394.7258
1239.2,1379.2335
1045.8,1348.9799
797.5,1283.2611
1208.4,1178.601
969.2999999999998,1157.8215
1112.0000000000002,1115.9407
1107.3,1104.3279
1303.6999999999996,1103.9485
1332.6,1139.9991
1402.6999999999994,1189.8528
1206.9999999999998,1246.6738
1247.1,1256.3888
1105.8000000000004,1261.2014
1353.8000000000004,1238.4971
1147.6,1255.0889
907.8000000000001,1243.891
1052.7999999999995,1178.865
1600.0999999999997,1139.7612
1197.6,1218.6757
889.5,1237.8019
629.2,1176.9546
1097.3,1058.7957
1032.4,1033.9236
1069.8,1030.2656
1061.0,1036.9939
872.7,1046.9148
1157.9999999999998,1021.58496
1111.9999999999998,1042.4897
873.2000000000002,1058.5961
905.2,1031.4792
1216.4,1004.8192
1071.2999999999995,1044.2697
891.4999999999999,1061.3333
997.5,1037.1351
666.4,1025.1395
744.6999999999997,956.6063
1106.6,901.35706
1116.3,924.77435
1113.9,970.89374
879.5000000000001,1016.4665
861.6,1006.8503
988.8000000000005,976.44
1409.8000000000006,972.98206
1201.8,1060.0645
1216.5,1114.7046
650.7,1156.3678
1023.5000000000001,1076.0472
860.2,1043.9313
1114.8,1002.40344
1364.0,1014.4731
1076.0000000000002,1090.2714
1119.9999999999998,1113.386
1114.2,1123.9308
989.4,1123.651
1031.1,1100.6917
804.8000000000002,1082.6648
1014.9000000000001,1032.8839
1069.4,1016.72217
1047.1,1027.3219
738.4999999999999,1035.7305
977.5999999999999,981.52124
1068.3000000000004,968.8846
919.8,986.32935
1545.4,981.17444
1035.3,1091.468
1374.1,1114.5463
945.0000000000001,1176.2981
867.0,1151.1042
798.1000000000001,1092.3097
1028.7,1022.7595
1101.0,1010.4132
1061.4,1026.8881
980.4999999999999,1040.9353
1038.9,1038.0133
1006.3000000000001,1034.1487
1323.1,1032.9333
1131.1,1087.268
951.4,1116.4827
752.6,1097.512
936.0,1031.3668
1266.8,996.22754
969.7000000000002,1040.1609
1424.2999999999995,1042.5887
1254.1,1120.2827
955.7,1170.6107
1016.8999999999999,1146.7025
869.1999999999997,1114.8197
1170.0,1062.2357
1214.1,1072.3152
1072.0000000000002,1108.4988
996.5,1114.9297
1036.8,1094.3252
685.5000000000001,1082.3955
707.7,1002.2036
1029.3000000000004,925.67786
839.9000000000001,927.73596
1024.7,914.8472
1132.3,936.5153
1311.1,980.67426
666.8,1057.9575
955.5999999999999,1008.5354
882.1000000000001,987.167
1225.5,963.55615
923.6,1013.2759
914.1,1015.5948
1116.5,998.37213
696.5000000000001,1020.86884
1488.6,968.0249
1110.3000000000004,1053.7166
1110.6,1089.3712
1205.0,1111.6285
1076.6,1137.9001
1175.9,1137.8127
935.5999999999999,1145.3793
824.5999999999999,1112.5662
1085.1,1052.5077
969.9000000000001,1043.3195
1106.2000000000005,1034.2617
875.3000000000004,1042.1403
863.3999999999997,1017.0196
833.8,983.0883
910.3,946.3532
860.2,932.0002
1010.4,915.7393
493.5,933.3973
661.0,860.43054
952.6999999999999,802.0341
946.9,816.3462
973.8000000000001,846.90375
689.2,884.4215
1096.2999999999995,862.0547
746.9000000000003,903.12195
770.1,888.59735
632.1,865.446
741.3000000000003,816.5055
953.3,795.89484
610.0,823.4277
692.1,793.33905
781.2,767.86633
602.7,765.04877
1041.2,739.5721
701.2,787.9709
603.3,792.002
871.6,761.0941
694.9,777.3966
776.0,770.3907
736.6,770.6622
808.5000000000001,770.68274
945.3000000000004,781.4956
433.40000000000003,818.7902
978.5999999999999,763.53186
589.7,786.50244
866.1,762.7061
903.0000000000001,779.8254
875.7,810.1055
751.7,836.58295
804.3,831.7299
495.2,829.1242
887.5,769.07715
802.4999999999999,774.8469
1114.2000000000005,790.5558
